index,Average Return,Timesteps,env,algorithm_name
0,208.9867964123588,0,Humanoid-v3,TD3_FORK
1,207.2995488958174,5000,Humanoid-v3,TD3_FORK
2,209.22650704906783,10000,Humanoid-v3,TD3_FORK
3,66.17533679620165,15000,Humanoid-v3,TD3_FORK
4,87.27321532227691,20000,Humanoid-v3,TD3_FORK
5,196.5476815083685,25000,Humanoid-v3,TD3_FORK
6,362.2352615052477,30000,Humanoid-v3,TD3_FORK
7,396.7982156442338,35000,Humanoid-v3,TD3_FORK
8,219.81719247674192,40000,Humanoid-v3,TD3_FORK
9,368.6877122199524,45000,Humanoid-v3,TD3_FORK
10,321.3054690115752,50000,Humanoid-v3,TD3_FORK
11,313.30840010349544,55000,Humanoid-v3,TD3_FORK
12,389.07750896171376,60000,Humanoid-v3,TD3_FORK
13,391.789636453479,65000,Humanoid-v3,TD3_FORK
14,325.65858300262306,70000,Humanoid-v3,TD3_FORK
15,406.66492754452975,75000,Humanoid-v3,TD3_FORK
16,501.1890587201304,80000,Humanoid-v3,TD3_FORK
17,471.8244053010277,85000,Humanoid-v3,TD3_FORK
18,479.6436612514895,90000,Humanoid-v3,TD3_FORK
19,470.0641489100764,95000,Humanoid-v3,TD3_FORK
20,381.7691825515118,100000,Humanoid-v3,TD3_FORK
21,553.122733337069,105000,Humanoid-v3,TD3_FORK
22,585.432104198039,110000,Humanoid-v3,TD3_FORK
23,469.2985253801659,115000,Humanoid-v3,TD3_FORK
24,547.485439183514,120000,Humanoid-v3,TD3_FORK
25,425.4240513273814,125000,Humanoid-v3,TD3_FORK
26,442.02717410983934,130000,Humanoid-v3,TD3_FORK
27,440.818073148637,135000,Humanoid-v3,TD3_FORK
28,551.632663248903,140000,Humanoid-v3,TD3_FORK
29,483.0344048937437,145000,Humanoid-v3,TD3_FORK
30,450.01289233191847,150000,Humanoid-v3,TD3_FORK
31,584.0558492799041,155000,Humanoid-v3,TD3_FORK
32,559.2665687709778,160000,Humanoid-v3,TD3_FORK
33,646.72651656653,165000,Humanoid-v3,TD3_FORK
34,529.186957961264,170000,Humanoid-v3,TD3_FORK
35,498.73432882861226,175000,Humanoid-v3,TD3_FORK
36,522.8495765415284,180000,Humanoid-v3,TD3_FORK
37,552.7107809141169,185000,Humanoid-v3,TD3_FORK
38,618.7340171523568,190000,Humanoid-v3,TD3_FORK
39,676.7636963653162,195000,Humanoid-v3,TD3_FORK
40,537.6907259987015,200000,Humanoid-v3,TD3_FORK
41,732.9787709828779,205000,Humanoid-v3,TD3_FORK
42,664.5301821100369,210000,Humanoid-v3,TD3_FORK
43,643.9940044739745,215000,Humanoid-v3,TD3_FORK
44,581.5556309166552,220000,Humanoid-v3,TD3_FORK
45,561.0599083919611,225000,Humanoid-v3,TD3_FORK
46,751.6624285378672,230000,Humanoid-v3,TD3_FORK
47,714.6355130343297,235000,Humanoid-v3,TD3_FORK
48,630.3751273769423,240000,Humanoid-v3,TD3_FORK
49,753.5452922598934,245000,Humanoid-v3,TD3_FORK
50,854.8354527981513,250000,Humanoid-v3,TD3_FORK
51,671.6367094645819,255000,Humanoid-v3,TD3_FORK
52,680.8341496191445,260000,Humanoid-v3,TD3_FORK
53,633.0196353610497,265000,Humanoid-v3,TD3_FORK
54,741.3108988653773,270000,Humanoid-v3,TD3_FORK
55,712.5828675012674,275000,Humanoid-v3,TD3_FORK
56,831.6936698645153,280000,Humanoid-v3,TD3_FORK
57,719.4853168007556,285000,Humanoid-v3,TD3_FORK
58,866.2519551675543,290000,Humanoid-v3,TD3_FORK
59,997.0744792702744,295000,Humanoid-v3,TD3_FORK
