index,Average Return,Timesteps,env,algorithm_name
0,-0.0270451840054321,0,Walker2d-v3,DDPG
1,-0.0270451840054321,5000,Walker2d-v3,DDPG
2,-0.0270451840054321,10000,Walker2d-v3,DDPG
3,-16.550784319310537,15000,Walker2d-v3,DDPG
4,150.55496534773852,20000,Walker2d-v3,DDPG
5,510.2513624135019,25000,Walker2d-v3,DDPG
6,158.1544063096257,30000,Walker2d-v3,DDPG
7,31.541995053871137,35000,Walker2d-v3,DDPG
8,289.9595793558718,40000,Walker2d-v3,DDPG
9,280.5282227588225,45000,Walker2d-v3,DDPG
10,431.8791189504501,50000,Walker2d-v3,DDPG
11,302.7570152093389,55000,Walker2d-v3,DDPG
12,233.34002840552995,60000,Walker2d-v3,DDPG
13,352.2023003731005,65000,Walker2d-v3,DDPG
14,551.5223631684564,70000,Walker2d-v3,DDPG
15,367.46786760663406,75000,Walker2d-v3,DDPG
16,441.4523820517248,80000,Walker2d-v3,DDPG
17,124.62180490848525,85000,Walker2d-v3,DDPG
18,295.50620811982003,90000,Walker2d-v3,DDPG
19,353.11895002037403,95000,Walker2d-v3,DDPG
20,464.321732820708,100000,Walker2d-v3,DDPG
21,354.3843706425315,105000,Walker2d-v3,DDPG
22,351.5583645521196,110000,Walker2d-v3,DDPG
23,610.8020963199695,115000,Walker2d-v3,DDPG
24,317.0346476508236,120000,Walker2d-v3,DDPG
25,355.37699018008004,125000,Walker2d-v3,DDPG
26,288.1854551366581,130000,Walker2d-v3,DDPG
27,187.7043766231813,135000,Walker2d-v3,DDPG
28,269.20218145368347,140000,Walker2d-v3,DDPG
29,412.254515823972,145000,Walker2d-v3,DDPG
30,326.1718182126383,150000,Walker2d-v3,DDPG
31,512.7627301073525,155000,Walker2d-v3,DDPG
32,217.78978298836225,160000,Walker2d-v3,DDPG
33,305.15132616205966,165000,Walker2d-v3,DDPG
34,278.6466796050965,170000,Walker2d-v3,DDPG
35,401.4929835648585,175000,Walker2d-v3,DDPG
36,363.2085606386709,180000,Walker2d-v3,DDPG
37,353.91791173072363,185000,Walker2d-v3,DDPG
38,219.92463885974047,190000,Walker2d-v3,DDPG
39,120.29565264552556,195000,Walker2d-v3,DDPG
40,688.7294264778259,200000,Walker2d-v3,DDPG
41,391.7636103585611,205000,Walker2d-v3,DDPG
42,363.8716455980161,210000,Walker2d-v3,DDPG
43,298.48999959489413,215000,Walker2d-v3,DDPG
44,182.1765547926211,220000,Walker2d-v3,DDPG
45,281.0271173483588,225000,Walker2d-v3,DDPG
46,407.52450801594136,230000,Walker2d-v3,DDPG
47,423.1757736923104,235000,Walker2d-v3,DDPG
48,451.0041569558418,240000,Walker2d-v3,DDPG
49,385.0659907092726,245000,Walker2d-v3,DDPG
50,94.2005015829068,250000,Walker2d-v3,DDPG
51,153.21353434924208,255000,Walker2d-v3,DDPG
52,632.6170701638273,260000,Walker2d-v3,DDPG
53,237.41908988177252,265000,Walker2d-v3,DDPG
54,181.37137950965604,270000,Walker2d-v3,DDPG
55,353.8990681152709,275000,Walker2d-v3,DDPG
56,351.1583047254959,280000,Walker2d-v3,DDPG
57,296.4342342847027,285000,Walker2d-v3,DDPG
58,555.8717174749665,290000,Walker2d-v3,DDPG
59,421.2780274478329,295000,Walker2d-v3,DDPG
60,163.47475285842285,300000,Walker2d-v3,DDPG
61,276.9246317888269,305000,Walker2d-v3,DDPG
